"file","action","title","category","renderedChars","renderedWords","steps","sources","uniqueSourceHosts","issues"
"dishwashers-electrolux-posudomoechnaya-mashina-bad-smell.mdx","keep","Electrolux посудомоечная машина: появился запах при работе","Посудомоечные машины","4205","536","6","4","4",""
"dishwashers-electrolux-posudomoechnaya-mashina-does-not-start.mdx","keep","Electrolux посудомоечная машина: не запускается","Посудомоечные машины","4200","537","6","4","4",""
"dishwashers-electrolux-posudomoechnaya-mashina-error-code.mdx","keep","Electrolux посудомоечная машина: показывает код ошибки","Посудомоечные машины","4197","536","6","4","4",""
"dishwashers-electrolux-posudomoechnaya-mashina-leaks-water.mdx","keep","Electrolux посудомоечная машина: подтекает снизу или у двери","Посудомоечные машины","4217","539","6","4","4",""
"dishwashers-electrolux-posudomoechnaya-mashina-noise-vibration.mdx","keep","Electrolux посудомоечная машина: шумит или вибрирует сильнее обычного","Посудомоечные машины","4210","537","6","4","4",""
"dishwashers-electrolux-posudomoechnaya-mashina-stops-mid-cycle.mdx","keep","Electrolux посудомоечная машина: останавливается в середине цикла","Посудомоечные машины","4211","536","6","4","4",""
"dishwashers-filtr-posudomoyki-bad-smell.mdx","keep","фильтр посудомойки: появился запах при работе","Посудомоечные машины","4140","531","6","3","3",""
"dishwashers-filtr-posudomoyki-does-not-start.mdx","keep","фильтр посудомойки: не запускается","Посудомоечные машины","4135","532","6","3","3",""
"dishwashers-filtr-posudomoyki-error-code.mdx","keep","фильтр посудомойки: показывает код ошибки","Посудомоечные машины","4132","531","6","3","3",""
"dishwashers-filtr-posudomoyki-leaks-water.mdx","keep","фильтр посудомойки: подтекает снизу или у двери","Посудомоечные машины","4152","534","6","3","3",""
"dishwashers-filtr-posudomoyki-noise-vibration.mdx","keep","фильтр посудомойки: шумит или вибрирует сильнее обычного","Посудомоечные машины","4145","532","6","3","3",""
"dishwashers-filtr-posudomoyki-stops-mid-cycle.mdx","keep","фильтр посудомойки: останавливается в середине цикла","Посудомоечные машины","4146","531","6","3","3",""
"dishwashers-lg-posudomoechnaya-mashina-bad-smell.mdx","keep","LG посудомоечная машина: появился запах при работе","Посудомоечные машины","4165","536","6","4","4",""
"dishwashers-lg-posudomoechnaya-mashina-does-not-start.mdx","keep","LG посудомоечная машина: не запускается","Посудомоечные машины","4160","537","6","4","4",""
"dishwashers-lg-posudomoechnaya-mashina-error-code.mdx","keep","LG посудомоечная машина: показывает код ошибки","Посудомоечные машины","4157","536","6","4","4",""
"dishwashers-lg-posudomoechnaya-mashina-leaks-water.mdx","keep","LG посудомоечная машина: подтекает снизу или у двери","Посудомоечные машины","4177","539","6","4","4",""
"dishwashers-lg-posudomoechnaya-mashina-noise-vibration.mdx","keep","LG посудомоечная машина: шумит или вибрирует сильнее обычного","Посудомоечные машины","4170","537","6","4","4",""
"dishwashers-lg-posudomoechnaya-mashina-stops-mid-cycle.mdx","keep","LG посудомоечная машина: останавливается в середине цикла","Посудомоечные машины","4171","536","6","4","4",""
"dishwashers-nastolnaya-posudomoechnaya-mashina-bad-smell.mdx","keep","настольная посудомоечная машина: появился запах при работе","Посудомоечные машины","4205","536","6","3","3",""
"dishwashers-nastolnaya-posudomoechnaya-mashina-does-not-start.mdx","keep","настольная посудомоечная машина: не запускается","Посудомоечные машины","4200","537","6","3","3",""
"dishwashers-nastolnaya-posudomoechnaya-mashina-error-code.mdx","keep","настольная посудомоечная машина: показывает код ошибки","Посудомоечные машины","4197","536","6","3","3",""
"dishwashers-nastolnaya-posudomoechnaya-mashina-leaks-water.mdx","keep","настольная посудомоечная машина: подтекает снизу или у двери","Посудомоечные машины","4217","539","6","3","3",""
"dishwashers-nastolnaya-posudomoechnaya-mashina-noise-vibration.mdx","keep","настольная посудомоечная машина: шумит или вибрирует сильнее обычного","Посудомоечные машины","4210","537","6","3","3",""
